ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
Q6PEY2,Tubulin alpha-3E chain,TUBA3E,,BC057811,Q6PEY2,TBA3E_HUMAN,,,TUBA3E,HGNC:20765,Human,DB05147
Q9H853,Putative tubulin-like protein alpha-4B,TUBA4B,,AK024002,Q9H853,TBA4B_HUMAN,,,,HGNC:18637,Human,DB05147
Q5NUL3,Free fatty acid receptor 4,FFAR4,,AY288417,Q5NUL3,FFAR4_HUMAN,,,GPR120,HGNC:19061,Human,DB05435; DB05793
Q13885,Tubulin beta-2A chain,TUBB2A,,X79535,Q13885,TBB2A_HUMAN,,,TUBB2A,HGNC:12412,Human,DB05147
Q9BVA1,Tubulin beta-2B chain,TUBB2B,,BT019930,Q9BVA1,TBB2B_HUMAN,,,TUBB2B,HGNC:30829,Human,DB05147; DB07574
Q9BUF5,Tubulin beta-6 chain,TUBB6,,AK022340,Q9BUF5,TBB6_HUMAN,,,TUBB6,HGNC:20776,Human,DB05147
P33151,Cadherin-5,CDH5,,X79981,P33151,CADH5_HUMAN,,,CDH5,HGNC:1764,Human,DB00480; DB05685
Q96GD4,Aurora kinase B,AURKB,,AF008552,Q96GD4,AURKB_HUMAN,4AF3,,AURKB,HGNC:11390,Human,DB04703; DB05169; DB07340
P15328,Folate receptor alpha,FOLR1,,M28099,P15328,FOLR1_HUMAN,4KM6; 4KM7; 4KMX; 4LRH,,FOLR1,HGNC:3791,Human,DB05168; DB05595
A1Z199,BCR/ABL p210 fusion protein,BCR/ABL fusion,,EF158045,A1Z199,A1Z199_HUMAN,,,,,Human,DB05164
Q96IY4,Carboxypeptidase B2,CPB2,,M75106,Q96IY4,CBPB2_HUMAN,3D66; 3D67; 3D68; 3LMS; 4P10,,CPB2,HGNC:2300,Human,DB05712
O15392,Baculoviral IAP repeat-containing protein 5,BIRC5,,U75285,O15392,BIRC5_HUMAN,1E31; 1F3H; 1XOX; 2QFA; 2RAW; 2RAX; 3UEC; 3UED; 3UEE; 3UEF; 3UEG; 3UEH; 3UEI; 3UIG; 3UIH; 3UII; 3UIJ; 3UIK; 4A0I; 4A0J; 4A0N,,BIRC5,HGNC:593,Human,DB05141
Q96BI3,Gamma-secretase subunit APH-1A,APH1A,,AF508787,Q96BI3,APH1A_HUMAN,5A63,,APH1A,HGNC:29509,Human,DB05171
Q9NZ42,Gamma-secretase subunit PEN-2,PSENEN,,AF220053,Q9NZ42,PEN2_HUMAN,5A63,,PSENEN,HGNC:30100,Human,DB05171
Q9GZP0,Platelet-derived growth factor D,PDGFD,,AB033832,Q9GZP0,PDGFD_HUMAN,,,PDGFD,HGNC:30620,Human,DB05139; DB05465
Q13443,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9,,U41766,Q13443,ADAM9_HUMAN,1M1V,,ADAM9,HGNC:216,Human,DB05033
P26010,Integrin beta-7,ITGB7,,S80335,P26010,ITB7_HUMAN,2BRQ; 3V4P; 3V4V,,ITGB7,HGNC:6162,Human,DB05122; DB05802; DB09033
Q9NPF7,Interleukin-23 subunit alpha,IL23A,,AF301620,Q9NPF7,IL23A_HUMAN,3D85; 3D87; 3DUH; 3QWR; 4GRW; 4OE8; 4OG9,,IL23A,HGNC:15488,Human,DB05459
Q8NET8,Transient receptor potential cation channel subfamily V member 3,TRPV3,,AJ487035,Q8NET8,TRPV3_HUMAN,,,TRPV3,HGNC:18084,Human,DB00825
P43235,Cathepsin K,CTSK,,U13665,P43235,CATK_HUMAN,1ATK; 1AU0; 1AU2; 1AU3; 1AU4; 1AYU; 1AYV; 1AYW; 1BGO; 1BY8; 1MEM; 1NL6; 1NLJ; 1Q6K; 1SNK; 1TU6; 1U9V; 1U9W; 1U9X; 1VSN; 1YK7; 1YK8; 1YT7; 2ATO; 2AUX; 2AUZ; 2BDL; 2R6N; 3C9E; 3H7D; 3KW9; 3KWB; 3KWZ; 3KX1; 3O0U; 3O1G; 3OVZ; 4DMX; 4DMY; 4LEG; 4N79; 4N8W; 4X6H; 4X6I; 4X6J; 7PCK,,CTSK,HGNC:2536,Human,DB01858; DB02869; DB03405; DB03456; DB03642; DB03891; DB04234; DB04244; DB04523; DB05736; DB07563; DB07592; DB07593; DB07965; DB07967; DB08270; DB08287; DB08594
P05019,Insulin-like growth factor I,IGF1,,M14155,P05019,IGF1_HUMAN,1B9G; 1BQT; 1GF1; 1GZR; 1GZY; 1GZZ; 1H02; 1H59; 1IMX; 1PMX; 1TGR; 1WQJ; 2DSP; 2DSQ; 2DSR; 2GF1; 3GF1; 3LRI; 4XSS,,IGF1,HGNC:5464,Human,DB01890; DB02643
P55786,Puromycin-sensitive aminopeptidase,NPEPPS,,AF252387,P55786,PSA_HUMAN,,,NPEPPS,HGNC:7900,Human,DB05745
Q92843,Bcl-2-like protein 2,BCL2L2,,U59747,Q92843,B2CL2_HUMAN,1MK3; 1O0L; 1ZY3; 2Y6W; 4CIM,,BCL2L2,HGNC:995,Human,DB05764
Q92934,Bcl2-associated agonist of cell death,BAD,,U66879,Q92934,BAD_HUMAN,1G5J,,BAD,HGNC:936,Human,DB05764
Q96AE4,Far upstream element-binding protein 1,FUBP1,,U05040,Q96AE4,FUBP1_HUMAN,1J4W; 2KXH; 4LIJ,,FUBP1,HGNC:4004,Human,DB05786
P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,,X14968,P13861,KAP2_HUMAN,2IZX; 2KYG,,PRKAR2A,HGNC:9391,Human,DB05798
P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,,M18468,P10644,KAP0_HUMAN,,,PRKAR1A,HGNC:9388,Human,DB01790; DB02315; DB02527; DB05798
P50052,Type-2 angiotensin II receptor,AGTR2,,U20860,P50052,AGTR2_HUMAN,,,AGTR2,HGNC:338,Human,DB01349; DB05739
P09429,High mobility group protein B1,HMGB1,,X12597,P09429,HMGB1_HUMAN,2LY4; 2RTU; 2YRQ,,HMGB1,HGNC:4983,Human,DB05869
Q13233,Mitogen-activated protein kinase kinase kinase 1,MAP3K1,,AF042838,Q13233,M3K1_HUMAN,,,MAP3K1,HGNC:6848,Human,DB06061
Q02156,Protein kinase C epsilon type,PRKCE,,X65293,Q02156,KPCE_HUMAN,2WH0,,PRKCE,HGNC:9401,Human,DB06064
P04792,Heat shock protein beta-1,HSPB1,,L39370,P04792,HSPB1_HUMAN,2N3J; 3Q9P; 3Q9Q; 4MJH,,HSPB1,HGNC:5246,Human,DB06094
O14763,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,,AF016849,O14763,TR10B_HUMAN,1D0G; 1D4V; 1DU3; 1ZA3; 2H9G; 4I9X; 4N90; 4OD2,,TNFRSF10B,HGNC:11905,Human,DB05895
Q02224,Centromere-associated protein E,CENPE,,CH471057,Q02224,CENPE_HUMAN,1T5C,,CENPE,HGNC:1856,Human,DB06097
O14793,Growth/differentiation factor 8,MSTN,,AF019627,O14793,GDF8_HUMAN,,,MSTN,HGNC:4223,Human,DB05915
Q15116,Programmed cell death protein 1,PDCD1,,L27440,Q15116,PDCD1_HUMAN,2M2D; 3RRQ; 4ZQK,,PDCD1,HGNC:8760,Human,DB05916; DB09035; DB09037
Q693P7,Alpha-7 nicotinic cholinergic receptor subunit,CHRNA7,,AY641831,Q693P7,Q693P7_HUMAN,,,CHRFAM7A,,Human,DB00193; DB00202; DB01043; DB01520; DB06090
P40238,Thrombopoietin receptor,MPL,,M90102,P40238,TPOR_HUMAN,,,MPL,HGNC:7217,Human,DB05332; DB05930; DB06210
P01024,Complement C3,C3,,AY513239,P01024,CO3_HUMAN,1C3D; 1GHQ; 1W2S; 2A73; 2A74; 2GOX; 2HR0; 2I07; 2ICE; 2ICF; 2NOJ; 2QKI; 2WII; 2WIN; 2WY7; 2WY8; 2XQW; 2XWB; 2XWJ; 3D5R; 3D5S; 3G6J; 3L3O; 3L5N; 3NMS; 3OED; 3OHX; 3OXU; 3RJ3; 3T4A; 4HW5; 4HWJ; 4I6O; 4M76; 4ONT,,C3,HGNC:1318,Human,DB00028; DB01915
P04234,T-cell surface glycoprotein CD3 delta chain,CD3D,,X01451,P04234,CD3D_HUMAN,1XIW,,CD3D,HGNC:1673,Human,DB00075; DB09052
P09693,T-cell surface glycoprotein CD3 gamma chain,CD3G,,BC113830,P09693,CD3G_HUMAN,1SY6,,CD3G,HGNC:1675,Human,DB00075
P20963,T-cell surface glycoprotein CD3 zeta chain,CD247,,BC025703,P20963,CD3Z_HUMAN,1TCE; 1YGR; 2HAC; 2OQ1; 3IK5; 3IOZ; 4XZ1,,CD247,HGNC:1677,Human,DB00075
P25963,NF-kappa-B inhibitor alpha,NFKBIA,,BC004983,P25963,IKBA_HUMAN,1IKN; 1NFI,,NFKBIA,HGNC:7797,Human,DB00945
P10636,Microtubule-associated protein tau,MAPT,,BN000503,P10636,TAU_HUMAN,1I8H; 2MZ7; 2ON9; 3OVL; 4E0M; 4E0N; 4E0O; 4FL5; 4GLR; 4NP8; 4TQE,,MAPT,HGNC:6893,Human,DB01229; DB01248
P27816,Microtubule-associated protein 4,MAP4,,BC015149,P27816,MAP4_HUMAN,,,MAP4,HGNC:6862,Human,DB01229; DB01248
P01303,Pro-neuropeptide Y,NPY,,BC029497,P01303,NPY_HUMAN,1QFA; 1RON,,NPY,HGNC:7955,Human,DB02952; DB03380
P28908,Tumor necrosis factor receptor superfamily member 8,TNFRSF8,,AY498860,P28908,TNR8_HUMAN,1D01,,TNFRSF8,HGNC:11923,Human,DB08870
P01892,"HLA class I histocompatibility antigen, A-2 alpha chain",HLA-A,,AF157564,P01892,1A02_HUMAN,1AKJ; 1AO7; 1AQD; 1B0G; 1B0R; 1BD2; 1DUY; 1DUZ; 1EEY; 1EEZ; 1HHG; 1HHH; 1HHI; 1HHJ; 1HHK; 1HLA; 1I1F; 1I1Y; 1I4F; 1I7R; 1I7T; 1I7U; 1IM3; 1JF1; 1JHT; 1LP9; 1OGA; 1P7Q; 1QEW; 1QR1; 1QRN; 1QSE; 1QSF; 1S8D; 1S9W; 1S9X; 1S9Y; 1T1W; 1T1X; 1T1Y; 1T1Z; 1T20; 1T21; 1T22; 1TVB; 1TVH; 1UR7; 2AV1; 2AV7; 2BNQ; 2BNR; 2C7U; 2CLR; 2F53; 2F54; 2GIT; 2GJ6; 2GT9; 2GTW; 2GTZ; 2GUO; 2J8U; 2JCC; 2P5E; 2P5W; 2PYE; 2UWE; 2V2W; 2V2X; 2VLJ; 2VLK; 2VLL; 2VLR; 2X4N; 2X4O; 2X4P; 2X4Q; 2X4R; 2X4S; 2X4T; 2X4U; 2X70; 3BGM; 3BH8; 3BH9; 3BHB; 3D25; 3D39; 3D3V; 3FQN; 3FQR; 3FQT; 3FQU; 3FQW; 3FQX; 3FT2; 3FT3; 3FT4; 3GIV; 3GJF; 3GSN; 3GSO; 3GSQ; 3GSR; 3GSU; 3GSV; 3GSW; 3GSX; 3H7B; 3H9H; 3H9S; 3HAE; 3HLA; 3HPJ; 3I6G; 3I6K; 3IXA; 3KLA; 3MGO; 3MGT; 3MR9; 3MRB; 3MRC; 3MRD; 3MRE; 3MRF; 3MRG; 3MRH; 3MRI; 3MRJ; 3MRK; 3MRL; 3MRM; 3MRN; 3MRO; 3MRP; 3MRQ; 3MRR; 3MYJ; 3O3A; 3O3B; 3O3D; 3O3E; 3O4L; 3PWJ; 3PWL; 3PWN; 3PWP; 3QDG; 3QDJ; 3QDM; 3QEQ; 3QFD; 3QFJ; 3REW; 3TO2; 3UTQ; 3UTS; 3UTT; 3V5D; 3V5H; 3V5K; 4E5X; 4EMZ; 4EN2; 4EUP; 4EUQ; 4FTV; 4GKN; 4GKS; 4I4W; 4JFD; 4JFE; 4JFF; 4JFO; 4JFP; 4JFQ; 4K7F; 4L29; 4L3C; 4L3E; 4MNQ; 4NNX; 4NNY; 4NO0; 4NO2; 4NO3; 4NO5; 4OV5; 4QOK; 4U6X; 4U6Y; 4UQ3; 4WJ5; 5D2L; 5D2N,,HLA-A,HGNC:4931,Human,DB02740
P01730,T-cell surface glycoprotein CD4,CD4,,BC025782,P01730,CD4_HUMAN,1CDH; 1CDI; 1CDJ; 1CDU; 1CDY; 1G9M; 1G9N; 1GC1; 1JL4; 1OPN; 1OPT; 1OPW; 1Q68; 1RZJ; 1RZK; 1WBR; 1WIO; 1WIP; 1WIQ; 2B4C; 2JKR; 2JKT; 2KLU; 2NXY; 2NXZ; 2NY0; 2NY1; 2NY2; 2NY3; 2NY4; 2NY5; 2NY6; 2QAD; 3B71; 3CD4; 3J70; 3JWD; 3JWO; 3LQA; 3O2D; 3S4S; 3S5L; 3T0E; 4H8W; 4JM2; 4P9H; 4Q6I; 4R2G; 4R4H; 4RQS; 5A7X; 5A8H,,CD4,HGNC:1678,Human,DB00098
P01308,Insulin,INS,,AJ009655,P01308,INS_HUMAN,1A7F; 1AI0; 1AIY; 1B9E; 1BEN; 1EFE; 1EV3; 1EV6; 1EVR; 1FU2; 1FUB; 1G7A; 1G7B; 1GUJ; 1HIQ; 1HIS; 1HIT; 1HLS; 1HTV; 1HUI; 1IOG; 1IOH; 1J73; 1JCA; 1JCO; 1JK8; 1K3M; 1KMF; 1LKQ; 1LPH; 1MHI; 1MHJ; 1MSO; 1OS3; 1OS4; 1Q4V; 1QIY; 1QIZ; 1QJ0; 1RWE; 1SF1; 1SJT; 1SJU; 1T0C; 1T1K; 1T1P; 1T1Q; 1TRZ; 1TYL; 1TYM; 1UZ9; 1VKT; 1W8P; 1XDA; 1XGL; 1XW7; 1ZEG; 1ZEH; 1ZNJ; 2AIY; 2C8Q; 2C8R; 2CEU; 2G54; 2G56; 2H67; 2HH4; 2HHO; 2HIU; 2JMN; 2JUM; 2JUU; 2JUV; 2JV1; 2JZQ; 2K91; 2K9R; 2KJJ; 2KJU; 2KQP; 2KQQ; 2KXK; 2L1Y; 2L1Z; 2LGB; 2LWZ; 2M1D; 2M1E; 2M2M; 2M2N; 2M2O; 2M2P; 2MLI; 2MPG; 2MPI; 2MVC; 2MVD; 2OLY; 2OLZ; 2OM0; 2OM1; 2OMG; 2OMH; 2OMI; 2OMQ; 2QIU; 2R34; 2R35; 2R36; 2RN5; 2VJZ; 2VK0; 2W44; 2WBY; 2WC0; 2WRU; 2WRV; 2WRW; 2WRX; 2WS0; 2WS1; 2WS4; 2WS6; 2WS7; 3AIY; 3BXQ; 3E7Y; 3E7Z; 3EXX; 3FQ9; 3HYD; 3I3Z; 3I40; 3ILG; 3INC; 3IR0; 3JSD; 3KQ6; 3P2X; 3P33; 3Q6E; 3ROV; 3TT8; 3U4N; 3UTQ; 3UTS; 3UTT; 3V19; 3V1G; 3W11; 3W12; 3W13; 3W7Y; 3W7Z; 3W80; 3ZI3; 3ZQR; 3ZS2; 3ZU1; 4AIY; 4AJX; 4AJZ; 4AK0; 4AKJ; 4CXL; 4CXN; 4CY7; 4EFX; 4EWW; 4EWX; 4EWZ; 4EX0; 4EX1; 4EXX; 4EY1; 4EY9; 4EYD; 4EYN; 4EYP; 4F0N; 4F0O; 4F1A; 4F1B; 4F1C; 4F1D; 4F1F; 4F1G; 4F4T; 4F4V; 4F51; 4F8F; 4FG3; 4FKA; 4GBC; 4GBI; 4GBK; 4GBL; 4GBN; 4IUZ; 4IYD; 4IYF; 4NIB; 4OGA; 4P65; 4Q5Z; 4RXW; 4UNE; 4UNG; 4UNH; 4WDI; 4XC4; 4Y19; 4Y1A; 4Z76; 4Z77; 4Z78; 5AIY; 5CNY; 5CO2; 5CO6; 5CO9,,INS,HGNC:6081,Human,DB01776; DB08231
Q9NQ25,SLAM family member 7,SLAMF7,,BC027867,Q9NQ25,SLAF7_HUMAN,,,SLAMF7,HGNC:21394,Human,DB06317
P52333,Tyrosine-protein kinase JAK3,JAK3,,U57096,P52333,JAK3_HUMAN,1YVJ; 3LXK; 3LXL; 3PJC; 3ZC6; 3ZEP; 4HVD; 4HVG; 4HVH; 4HVI; 4I6Q; 4QPS; 4QT1; 4RIO,,JAK3,HGNC:6193,Human,DB04716; DB08183; DB08895
P15391,B-lymphocyte antigen CD19,CD19,,BC006338,P15391,CD19_HUMAN,,,CD19,HGNC:1633,Human,DB09052
P25092,Heat-stable enterotoxin receptor,GUCY2C,,U20230,P25092,GUC2C_HUMAN,,,GUCY2C,HGNC:4688,Human,DB08890
Q16706,Alpha-mannosidase 2,MAN2A1,,D63998,Q16706,MA2A1_HUMAN,,,MAN2A1,HGNC:6824,Human,DB02034; DB02318; DB02492; DB02742; DB03008; DB03414; DB03955; DB06984; DB08321
Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,,BC112247,Q03431,PTH1R_HUMAN,1BL1; 1ET2; 1ET3; 3C4M; 3H3G; 3KJ5; 3L2J,,PTHR1,HGNC:9608,Human,DB05829; DB06285
Q07817,Bcl-2-like protein 1,BCL2L1,,BC019307,Q07817,B2CL1_HUMAN,1BXL; 1G5J; 1LXL; 1MAZ; 1R2D; 1R2E; 1R2G; 1R2H; 1R2I; 1YSG; 1YSI; 1YSN; 2B48; 2LP8; 2LPC; 2M03; 2M04; 2ME8; 2ME9; 2MEJ; 2O1Y; 2O2M; 2O2N; 2P1L; 2PON; 2YJ1; 2YQ6; 2YQ7; 2YXJ; 3CVA; 3FDL; 3FDM; 3INQ; 3IO8; 3PL7; 3QKD; 3R85; 3SP7; 3SPF; 3WIZ; 3ZK6; 3ZLN; 3ZLO; 3ZLR; 4A1U; 4A1W; 4AQ3; 4BPK; 4C52; 4C5D; 4CIN; 4EHR; 4HNJ; 4IEH; 4PPI; 4QVE; 4QVF; 4QVX; 4TUH; 5AGW; 5AGX,,BCL2L1,HGNC:992,Human,DB07108
P30411,B2 bradykinin receptor,BDKRB2,,BC074895,P30411,BKRB2_HUMAN,,,BDKRB2,HGNC:1030,Human,DB06196
Q96QU6,1-aminocyclopropane-1-carboxylate synthase-like protein 1,ACCS,,CH471064,Q96QU6,1A1L1_HUMAN,,,ACCS,HGNC:23989,Human,DB03214
O14788,Tumor necrosis factor ligand superfamily member 11,TNFSF11,,AF013171,O14788,TNF11_HUMAN,3URF; 5BNQ,,TNFSF11,HGNC:11926,Human,DB00480; DB06643
Q9NR97,Toll-like receptor 8,TLR8,,BC101077,Q9NR97,TLR8_HUMAN,3W3G; 3W3J; 3W3K; 3W3L; 3W3M; 3W3N; 3WN4; 4QBZ; 4QC0; 4R07; 4R08; 4R09; 4R0A; 4R6A; 5AWB; 5AWD,,TLR8,HGNC:15632,Human,DB00724
O43193,Motilin receptor,MLNR,,AL137000,O43193,MTLR_HUMAN,,,MLNR,HGNC:4495,Human,DB00199
P35408,Prostaglandin E2 receptor EP4 subtype,PTGER4,,BC113523,P35408,PE2R4_HUMAN,,,PTGER4,HGNC:9596,Human,DB00917; DB00929
P56524,Histone deacetylase 4,HDAC4,,AF132607,P56524,HDAC4_HUMAN,2H8N; 2O94; 2VQJ; 2VQM; 2VQO; 2VQQ; 2VQV; 2VQW; 3UXG; 3UZD; 3V31; 4CBT; 4CBY,,HDAC4,HGNC:14063,Human,DB06176; DB06603; DB07879; DB08613
Q9UQL6,Histone deacetylase 5,HDAC5,,BK000028,Q9UQL6,HDAC5_HUMAN,,,HDAC5,HGNC:14068,Human,DB06603
Q8WUI4,Histone deacetylase 7,HDAC7,,BC020505,Q8WUI4,HDAC7_HUMAN,3C0Y; 3C0Z; 3C10; 3ZNR; 3ZNS,,HDAC7,HGNC:14067,Human,DB04297; DB06603
Q969S8,Histone deacetylase 10,HDAC10,,AL512711,Q969S8,HDA10_HUMAN,,,HDAC10,HGNC:18128,Human,DB06603
P30874,Somatostatin receptor type 2,SSTR2,,BC095495,P30874,SSR2_HUMAN,,,SSTR2,HGNC:11331,Human,DB00104; DB04894; DB06663; DB06791
P32745,Somatostatin receptor type 3,SSTR3,,BC096829,P32745,SSR3_HUMAN,,,SSTR3,HGNC:11332,Human,DB06663
O60779,Thiamine transporter 1,SLC19A2,6524689,AF160812,O60779,S19A2_HUMAN,,,,HGNC:10938,Human,DB00152
P17538,Chymotrypsinogen B,CTRB1,,BC005385,P17538,CTRB1_HUMAN,,,CTRB1,HGNC:2521,Human,DB01662; DB01704; DB01963; DB03976; DB06692; DB07380; DB07383; DB07668; DB07749; DB07899; DB08119; DB08374; DB08565; DB08566; DB08692; DB08693
P33261,Cytochrome P450 2C19,CYP2C19,181344,M61854,P33261,CP2CJ_HUMAN,4GQS,,,HGNC:2621,Human,DB00951
P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,181376,M14565,P05108,CP11A_HUMAN,3N9Y; 3N9Z; 3NA0; 3NA1,,,HGNC:2590,Human,DB00357
O60656,UDP-glucuronosyltransferase 1-9,UGT1A9,7690346,S55985,O60656,UD19_HUMAN,,,,HGNC:12541,Human,DB04552; DB04824
Q06278,Aldehyde oxidase,AOX1,438656,L11005,Q06278,AOXA_HUMAN,4UHW; 4UHX,,,HGNC:553,Human,DB03516
P55263,Adenosine kinase,ADK,1224125,U50196,P55263,ADK_HUMAN,1BX4; 2I6A; 2I6B; 4O1L,,,HGNC:257,Human,DB00131; DB00811; DB07173; DB07280
P19099,"Cytochrome P450 11B2, mitochondrial",CYP11B2,35200,X54741,P19099,C11B2_HUMAN,4DVQ; 4FDH; 4ZGX,,,HGNC:2592,Human,DB00421
P04798,Cytochrome P450 1A1,CYP1A1,181276,K03191,P04798,CP1A1_HUMAN,4I8V,,,HGNC:2595,Human,DB02342
P20813,Cytochrome P450 2B6,CYP2B6,181296,M29874,P20813,CP2B6_HUMAN,3IBD; 3QOA; 3QU8; 3UA5; 4I91; 4RQL; 4RRT,,,HGNC:2615,Human,DB02974; DB04664; DB04794; DB08369
P25024,C-X-C chemokine receptor type 1,CXCR1,559050,L19591,P25024,CXCR1_HUMAN,1ILP; 1ILQ; 2LNL,,,HGNC:6026,Human,DB01009
P46597,Acetylserotonin O-methyltransferase,ASMT,607840,U11090,P46597,ASMT_HUMAN,4A6D; 4A6E,,,HGNC:750,Human,DB01065
Q92753,Nuclear receptor ROR-beta,RORB,1619294,Y08639,Q92753,RORB_HUMAN,,,,HGNC:10259,Human,DB01065
P11678,Eosinophil peroxidase,EPX,31183,X14346,P11678,PERE_HUMAN,,,,HGNC:3423,Human,DB01065
P18545,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",PDE6G,189703,M36476,P18545,CNRG_HUMAN,3JWR,,,HGNC:8789,Human,DB00203; DB00862; DB07954
Q13956,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",PDE6H,1311544,D45399,Q13956,CNCG_HUMAN,,,,HGNC:8790,Human,DB00203; DB00862
Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",PDE11A,10716052,AB036704,Q9HCR9,PDE11_HUMAN,,,,HGNC:8773,Human,DB00820
P52209,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,984325,U30255,P52209,6PGD_HUMAN,2JKV; 4GWG; 4GWK,,,HGNC:8891,Human,DB00789; DB00851; DB00920; DB02076; DB03962
Q8N8N7,Prostaglandin reductase 2,PTGR2,37912002,AY346133,Q8N8N7,PTGR2_HUMAN,2VNA; 2W4Q; 2W98; 2ZB4; 2ZB7; 2ZB8,,,HGNC:20149,Human,DB00328; DB07177
Q9Y5Y4,Prostaglandin D2 receptor 2,PTGDR2,4204216,AB008535,Q9Y5Y4,PD2R2_HUMAN,,,,HGNC:4502,Human,DB00328; DB00605; DB04828
Q8IZS8,Voltage-dependent calcium channel subunit alpha-2/delta-3,CACNA2D3,7105926,AJ272268,Q8IZS8,CA2D3_HUMAN,,,,HGNC:15460,Human,DB00381; DB06712
Q6TME4,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,37678114,AY393857,Q6TME4,Q6TME4_HUMAN,,,,HGNC:1401,Human,DB00381
P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,1151109,U40370,P54750,PDE1A_HUMAN,1LXQ,,,HGNC:8774,Human,DB00622; DB01023; DB01244
P02585,"Troponin C, skeletal muscle",TNNC2,36729,X07898,P02585,TNNC2_HUMAN,,,,HGNC:11944,Human,DB01023; DB01373; DB04682
Q13332,Receptor-type tyrosine-protein phosphatase S,PTPRS,1109792,U35234,Q13332,PTPRS_HUMAN,2FH7; 2YD2; 2YD3; 2YD9; 4BPC; 4PBX,,,HGNC:9681,Human,DB00630; DB01077
P23469,Receptor-type tyrosine-protein phosphatase epsilon,PTPRE,35792,X54134,P23469,PTPRE_HUMAN,2JJD,,,HGNC:9669,Human,DB00630
P38606,V-type proton ATPase catalytic subunit A,ATP6V1A,291868,L09235,P38606,VATA_HUMAN,,,,HGNC:851,Human,DB00630; DB01077; DB01133; DB06733; DB06734
O95749,Geranylgeranyl pyrophosphate synthase,GGPS1,4520350,AB017971,O95749,GGPPS_HUMAN,2Q80,,,HGNC:4249,Human,DB00399; DB02552; DB04695; DB04714; DB06830; DB06931; DB07221; DB07410; DB07780; DB07841; DB07873; DB08529
P62745,Rho-related GTP-binding protein RhoB,RHOB,36032,X06820,P62745,RHOB_HUMAN,2FV8,,,HGNC:668,Human,DB00083
Q95460,Major histocompatibility complex class I-related gene protein,MR1,940354,U22963,Q95460,HMR1_HUMAN,4GUP; 4L4T; 4L4V; 4LCW; 4NQC; 4NQD; 4NQE; 4PJ5; 4PJ7; 4PJ8; 4PJ9; 4PJA; 4PJB; 4PJC; 4PJD; 4PJE; 4PJF; 4PJG; 4PJH; 4PJI; 4PJX,,,HGNC:4975,Human,DB00098
P05556,Integrin beta-1,ITGB1,31442,X07979,P05556,ITB1_HUMAN,1K11; 1LHA; 3G9W; 3T9K; 3VI3; 3VI4; 4DX9; 4WJK; 4WK0; 4WK2; 4WK4,,,HGNC:6153,Human,DB00098
P06756,Integrin alpha-V,ITGAV,340307,M14648,P06756,ITAV_HUMAN,1JV2; 1L5G; 1M1X; 1U8C; 3IJE; 4G1E; 4G1M; 4MMX; 4MMY; 4MMZ; 4O02; 4UM8; 4UM9,,,HGNC:6150,Human,DB00098
P33402,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,31671,X63282,P33402,GCYA2_HUMAN,,,,HGNC:4684,Human,DB00435; DB01020; DB08931
Q9Y2I1,Nischarin,NISCH,3462807,AF082516,Q9Y2I1,NISCH_HUMAN,3P0C,,,HGNC:18006,Human,DB00697; DB08838; DB09242
O14649,Potassium channel subfamily K member 3,KCNK3,2465542,AF006823,O14649,KCNK3_HUMAN,,,,HGNC:6278,Human,DB00561; DB01159
Q9NPC2,Potassium channel subfamily K member 9,KCNK9,7546843,AF212829,Q9NPC2,KCNK9_HUMAN,3P1N; 3P1O; 3P1P; 3P1Q; 3P1R; 3P1S; 3SMK; 3SML; 3SMM; 3SMN; 3SMO; 3SPR; 3UX0; 4FR3,,,HGNC:6283,Human,DB00561; DB01159
P30926,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,1458126,U62439,P30926,ACHB4_HUMAN,2ASG,,,HGNC:1964,Human,DB00184; DB00514; DB00674; DB00898; DB01090; DB01227
P32297,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,177898,M86383,P32297,ACHA3_HUMAN,4ZK4,,,HGNC:1957,Human,DB00184; DB00514; DB00674; DB00848; DB00898; DB01090; DB01156; DB01227; DB01273; DB09028
P30532,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,177926,M83712,P30532,ACHA5_HUMAN,,,,HGNC:1959,Human,DB00184; DB00674; DB00898
